ServiceNo,Direction,StopSequence,Operator,BusStopCode,Distance,RoadName,Description,Latitude,Longitude,Category,OriginCode,DestinationCode,LoopDesc,AM_Peak_avg,AM_Offpeak_avg,PM_Peak_avg,PM_Offpeak_avg
972,1,7,SMRT,44821,2.0,Senja Link,Blk 651,1.38637611056002,103.76338435587678,TRUNK,45009,45009,Y,4,7,6,9
972,1,8,SMRT,44661,2.3,Jelapang Rd,Blk 532,1.38447517162011,103.76499586025828,TRUNK,45009,45009,Y,4,7,6,9
972,1,9,SMRT,44611,2.8,Jelapang Rd,Blk 516,1.3871248273065,103.76757814102818,TRUNK,45009,45009,Y,4,7,6,9
972,1,10,SMRT,44701,3.1,Bt Panjang Ring Rd,Blk 548B,1.38927144639115,103.76879686807084,TRUNK,45009,45009,Y,4,7,6,9
972,1,11,SMRT,44691,3.4,Segar Rd,BLK 485,1.38826258050731,103.7714646491703,TRUNK,45009,45009,Y,4,7,6,9
972,1,12,SMRT,44771,3.9,Fajar Rd,Fajar Stn,1.38458556236413,103.77079566381067,TRUNK,45009,45009,Y,4,7,6,9
972,1,13,SMRT,44349,4.4,Fajar Rd,Bet Blks 443A/443B,1.3813330335154,103.7693280970516,TRUNK,45009,45009,Y,4,7,6,9
972,1,14,SMRT,44339,4.7,Fajar Rd,Blk 442D,1.38084522961484,103.77114903339668,TRUNK,45009,45009,Y,4,7,6,9
972,1,15,SMRT,44329,5.0,Bt Panjang Ring Rd,Bangkit Stn,1.38021501052151,103.77257633645274,TRUNK,45009,45009,Y,4,7,6,9
972,1,16,SMRT,44261,5.6,Bt Panjang Rd,Blk 270,1.3760822219899,103.774277778025,TRUNK,45009,45009,Y,4,7,6,9
972,1,19,SMRT,40239,15.3,Whitley Rd,Aft Tanglin CC,1.322585278,103.8262153,TRUNK,45009,45009,Y,4,7,6,9
972,1,20,SMRT,40229,15.7,Stevens Rd,Aft Stevens Stn,1.31980673102836,103.82570665178494,TRUNK,45009,45009,Y,4,7,6,9
972,1,21,SMRT,40219,16.0,Stevens Rd,Bef Met YMCA,1.31703698010115,103.82605954338264,TRUNK,45009,45009,Y,4,7,6,9
972,1,22,SMRT,40209,16.4,Stevens Rd,NOVOTEL MERCURE @ STEVENS,1.31388805600649,103.82738777802837,TRUNK,45009,45009,Y,4,7,6,9
972,1,23,SMRT,40199,16.9,Stevens Rd,Opp Raffles Girls' Sch,1.31258333303153,103.83191222199584,TRUNK,45009,45009,Y,4,7,6,9
972,1,24,SMRT,9219,17.6,Scotts Rd,Far East Plaza,1.30731999685228,103.833160882917,TRUNK,45009,45009,Y,4,7,6,9
972,1,25,SMRT,9047,18.0,Orchard Rd,Orchard Stn/Tang Plaza,1.30446065207443,103.83294467208566,TRUNK,45009,45009,Y,4,7,6,9
972,1,26,SMRT,9037,18.5,Orchard Rd,Opp Mandarin Orchard,1.3023400420296,103.83701253388185,TRUNK,45009,45009,Y,4,7,6,9
972,1,27,SMRT,8138,19.2,Orchard Rd,Concorde Hotel S'pore,1.3004785730821,103.84184700607597,TRUNK,45009,45009,Y,4,7,6,9
972,1,28,SMRT,8057,19.6,Orchard Rd,Dhoby Ghaut Stn,1.29930997279734,103.84529021429744,TRUNK,45009,45009,Y,4,7,6,9
972,1,30,SMRT,8041,20.4,Orchard Rd,YMCA,1.29811014243867,103.84780636909544,TRUNK,45009,45009,Y,4,7,6,9
972,1,31,SMRT,8031,20.7,Penang Rd,Dhoby Ghaut Stn,1.29831153783592,103.8452569595532,TRUNK,45009,45009,Y,4,7,6,9
972,1,32,SMRT,8111,21.2,Penang Rd,Winsland Hse,1.29986928715834,103.84093746088924,TRUNK,45009,45009,Y,4,7,6,9
972,1,33,SMRT,8121,21.5,Somerset Rd,Somerset Stn,1.30027569326586,103.83877618459664,TRUNK,45009,45009,Y,4,7,6,9
972,1,36,SMRT,9011,22.2,Orchard Turn,Opp Ngee Ann City,1.30211335092372,103.83431672376756,TRUNK,45009,45009,Y,4,7,6,9
972,1,37,SMRT,9023,22.5,Orchard Turn,Opp Orchard Stn/ION,1.30323727330942,103.83254180023424,TRUNK,45009,45009,Y,4,7,6,9
972,1,38,SMRT,9213,23.2,Scotts Rd,Thong Teck Bldg,1.30783805600034,103.83305083303024,TRUNK,45009,45009,Y,4,7,6,9
972,1,39,SMRT,40191,24.0,Stevens Rd,Raffles Girls' Sch,1.31268555601325,103.8304269440197,TRUNK,45009,45009,Y,4,7,6,9
972,1,40,SMRT,40201,24.4,Stevens Rd,Chelsea Gdns Condo,1.31358972201496,103.82743055599408,TRUNK,45009,45009,Y,4,7,6,9
972,1,41,SMRT,40211,24.8,Stevens Rd,Opp Met YMCA,1.31655331624558,103.825862990405,TRUNK,45009,45009,Y,4,7,6,9
972,1,42,SMRT,40221,25.0,Stevens Rd,Opp Stevens Stn,1.31902531287493,103.82545561296304,TRUNK,45009,45009,Y,4,7,6,9
972,1,43,SMRT,40231,25.4,Whitley Rd,Raffles Town Club,1.32230868317131,103.82577145824762,TRUNK,45009,45009,Y,4,7,6,9
972,1,46,SMRT,44269,34.7,Bt Panjang Rd,Blk 223,1.37577833299245,103.77422500002577,TRUNK,45009,45009,Y,4,7,6,9
972,1,47,SMRT,44321,35.3,Bt Panjang Ring Rd,Opp Bangkit Stn,1.3798880333463,103.7723308347598,TRUNK,45009,45009,Y,4,7,6,9
972,1,48,SMRT,44331,35.6,Fajar Rd,Blk 239,1.38022107375265,103.77084865060208,TRUNK,45009,45009,Y,4,7,6,9
972,1,49,SMRT,44341,35.9,Fajar Rd,Blk 401A CP,1.3811702972192,103.76917730998288,TRUNK,45009,45009,Y,4,7,6,9
972,1,50,SMRT,44779,36.3,Fajar Rd,Opp Fajar Stn,1.38422184036636,103.77020678944984,TRUNK,45009,45009,Y,4,7,6,9
972,1,51,SMRT,44699,36.9,Segar Rd,BLK 457,1.38805300466507,103.77154344868076,TRUNK,45009,45009,Y,4,7,6,9
972,1,52,SMRT,44709,37.3,Segar Rd,Blk 547C,1.3885418939603,103.76842967593706,TRUNK,45009,45009,Y,4,7,6,9
972,1,53,SMRT,44619,37.5,Jelapang Rd,Blk 506,1.38695072395596,103.76763574907524,TRUNK,45009,45009,Y,4,7,6,9
972,1,54,SMRT,44669,38.0,Jelapang Rd,Opp Blk 532,1.38428576640159,103.76489752763662,TRUNK,45009,45009,Y,4,7,6,9
972,1,55,SMRT,44829,38.3,Senja Link,Opp Blk 650,1.38671416700146,103.7630574999811,TRUNK,45009,45009,Y,4,7,6,9
972,1,56,SMRT,44819,38.7,Senja Rd,Opp West Spring Sec Sch,1.38707539442819,103.76004791400926,TRUNK,45009,45009,Y,4,7,6,9
972,1,57,SMRT,44869,38.8,Senja Rd,BEF BLK 629A MSCP,1.38658738981297,103.75886226371928,TRUNK,45009,45009,Y,4,7,6,9
972,1,58,SMRT,44809,39.0,Senja Rd,Blk 628,1.38500083704863,103.7597842543524,TRUNK,45009,45009,Y,4,7,6,9
972,1,59,SMRT,44799,39.2,Senja Rd,Blk 610,1.38338692962433,103.7609562427946,TRUNK,45009,45009,Y,4,7,6,9
972,1,60,SMRT,44649,39.5,Bt Panjang Ring Rd,Blk 541A CP,1.38207041321308,103.76296296396666,TRUNK,45009,45009,Y,4,7,6,9
972,1,61,SMRT,44639,39.8,Jelebu Rd,Bt Panjang Plaza,1.38006972221146,103.76396027777982,TRUNK,45009,45009,Y,4,7,6,9
972,1,63,SMRT,45009,40.2,Petir Rd,BT PANJANG INT,1.37812611932206,103.763286611367,TRUNK,45009,45009,Y,4,7,6,9
972A,1,1,SMRT,45009,0.0,Petir Rd,BT PANJANG INT,1.37812611932206,103.763286611367,TRUNK,45009,8057,N,0,0,0,15
972A,1,2,SMRT,44641,0.5,Bt Panjang Ring Rd,Blk 602,1.38178063199093,103.76285898246776,TRUNK,45009,8057,N,0,0,0,15
972A,1,3,SMRT,44791,0.9,Senja Rd,West View Pr Sch,1.38372439268243,103.760688782324,TRUNK,45009,8057,N,0,0,0,15
972A,1,4,SMRT,44801,1.2,Senja Rd,Opp Blk 628,1.38503510909651,103.75908340599958,TRUNK,45009,8057,N,0,0,0,15
972A,1,5,SMRT,44861,1.4,Senja Rd,BLK 636A,1.3866920101757,103.75877312173012,TRUNK,45009,8057,N,0,0,0,15
972A,1,6,SMRT,44811,1.6,Senja Rd,West Spring Sec Sch,1.38715472588861,103.76020832276008,TRUNK,45009,8057,N,0,0,0,15
972A,1,7,SMRT,44821,2.0,Senja Link,Blk 651,1.38637611056002,103.76338435587678,TRUNK,45009,8057,N,0,0,0,15
972A,1,8,SMRT,44661,2.3,Jelapang Rd,Blk 532,1.38447517162011,103.76499586025828,TRUNK,45009,8057,N,0,0,0,15
972A,1,9,SMRT,44611,2.8,Jelapang Rd,Blk 516,1.3871248273065,103.76757814102818,TRUNK,45009,8057,N,0,0,0,15
972A,1,10,SMRT,44701,3.1,Bt Panjang Ring Rd,Blk 548B,1.38927144639115,103.76879686807084,TRUNK,45009,8057,N,0,0,0,15
972A,1,11,SMRT,44691,3.4,Segar Rd,BLK 485,1.38826258050731,103.7714646491703,TRUNK,45009,8057,N,0,0,0,15
972A,1,12,SMRT,44771,3.9,Fajar Rd,Fajar Stn,1.38458556236413,103.77079566381067,TRUNK,45009,8057,N,0,0,0,15
972A,1,13,SMRT,44349,4.4,Fajar Rd,Bet Blks 443A/443B,1.3813330335154,103.7693280970516,TRUNK,45009,8057,N,0,0,0,15
972A,1,14,SMRT,44339,4.7,Fajar Rd,Blk 442D,1.38084522961484,103.77114903339668,TRUNK,45009,8057,N,0,0,0,15
972A,1,15,SMRT,44329,5.0,Bt Panjang Ring Rd,Bangkit Stn,1.38021501052151,103.77257633645274,TRUNK,45009,8057,N,0,0,0,15
972A,1,16,SMRT,44261,5.6,Bt Panjang Rd,Blk 270,1.3760822219899,103.774277778025,TRUNK,45009,8057,N,0,0,0,15
972A,1,19,SMRT,40239,15.3,Whitley Rd,Aft Tanglin CC,1.322585278,103.8262153,TRUNK,45009,8057,N,0,0,0,15
972A,1,20,SMRT,40229,15.7,Stevens Rd,Aft Stevens Stn,1.31980673102836,103.82570665178494,TRUNK,45009,8057,N,0,0,0,15
972A,1,21,SMRT,40219,16.0,Stevens Rd,Bef Met YMCA,1.31703698010115,103.82605954338264,TRUNK,45009,8057,N,0,0,0,15
972A,1,22,SMRT,40209,16.4,Stevens Rd,NOVOTEL MERCURE @ STEVENS,1.31388805600649,103.82738777802837,TRUNK,45009,8057,N,0,0,0,15
972A,1,23,SMRT,40199,16.9,Stevens Rd,Opp Raffles Girls' Sch,1.31258333303153,103.83191222199584,TRUNK,45009,8057,N,0,0,0,15
972A,1,24,SMRT,9219,17.6,Scotts Rd,Far East Plaza,1.30731999685228,103.833160882917,TRUNK,45009,8057,N,0,0,0,15
972A,1,25,SMRT,9047,18.0,Orchard Rd,Orchard Stn/Tang Plaza,1.30446065207443,103.83294467208566,TRUNK,45009,8057,N,0,0,0,15
972A,1,26,SMRT,9037,18.5,Orchard Rd,Opp Mandarin Orchard,1.3023400420296,103.83701253388185,TRUNK,45009,8057,N,0,0,0,15
972A,1,27,SMRT,8138,19.2,Orchard Rd,Concorde Hotel S'pore,1.3004785730821,103.84184700607597,TRUNK,45009,8057,N,0,0,0,15
972A,1,28,SMRT,8057,19.6,Orchard Rd,Dhoby Ghaut Stn,1.29930997279734,103.84529021429744,TRUNK,45009,8057,N,0,0,0,15
973,1,1,SMRT,45009,0.0,Petir Rd,BT PANJANG INT,1.37812611932206,103.763286611367,TRUNK,45009,45009,Y,11,12,11,12
973,1,2,SMRT,44241,0.6,Bt Panjang Rd,Opp Lompang Rd,1.38117443945082,103.76586096715349,TRUNK,45009,45009,Y,11,12,11,12
973,1,3,SMRT,44231,1.1,Bt Panjang Rd,Zhenghua Pr Sch,1.37916686797468,103.769334854174,TRUNK,45009,45009,Y,11,12,11,12
973,1,4,SMRT,44229,1.5,Pending Rd,Bef Pending Stn,1.37656055754166,103.771459794786,TRUNK,45009,45009,Y,11,12,11,12
973,1,5,SMRT,44371,2.0,Petir Rd,Blk 219,1.37402225721945,103.77263963002856,TRUNK,45009,45009,Y,11,12,11,12
973,1,6,SMRT,44381,2.3,Petir Rd,Blk 202,1.37242134216992,103.77441361028244,TRUNK,45009,45009,Y,11,12,11,12
973,1,7,SMRT,44351,2.8,Petir Rd,Aft Chestnut Ave,1.36823452426378,103.77558853634072,TRUNK,45009,45009,Y,11,12,11,12
973,1,8,SMRT,44361,3.0,Petir Rd,Bef Dairy Farm Rd,1.36645894982356,103.77558768232716,TRUNK,45009,45009,Y,11,12,11,12
973,1,9,SMRT,43969,3.5,Dairy Farm Rd,BEF DAIRY FARM HTS,1.36463,103.7725931,TRUNK,45009,45009,Y,11,12,11,12
973,1,10,SMRT,43899,3.9,Dairy Farm Rd,BEF DAIRY FARM CRES,1.363535,103.769,TRUNK,45009,45009,Y,11,12,11,12
973,1,11,SMRT,43069,4.1,Upp Bt Timah Rd,HILLVIEW STN EXIT A,1.36296778241046,103.76768583722072,TRUNK,45009,45009,Y,11,12,11,12
973,1,12,SMRT,43279,4.4,Hillview Rd,Aft Hillview Stn,1.36203855984679,103.76591020179649,TRUNK,45009,45009,Y,11,12,11,12
973,1,13,SMRT,43268,4.7,Hillview Ave,Hillington Green Condo,1.36036935442362,103.76427530511684,TRUNK,45009,45009,Y,11,12,11,12
973,1,14,SMRT,43811,5.0,Hume Ave,Bef Summerhill,1.35839109999144,103.76492799419664,TRUNK,45009,45009,Y,11,12,11,12
973,1,15,SMRT,43821,5.4,Hume Ave,Opp Symphony Hts,1.35675369196927,103.7675828524089,TRUNK,45009,45009,Y,11,12,11,12
973,1,16,SMRT,43041,5.8,Upp Bt Timah Rd,Hume Pk Condo,1.35582940983395,103.76845331635312,TRUNK,45009,45009,Y,11,12,11,12
973,1,17,SMRT,43051,6.4,Upp Bt Timah Rd,Opp The Rail Mall,1.35910148170791,103.76705036241354,TRUNK,45009,45009,Y,11,12,11,12
973,1,18,SMRT,42991,6.5,Upp Bt Timah Rd,BEF HILLVIEW STN EXIT B,1.36164,103.766952,TRUNK,45009,45009,Y,11,12,11,12
973,1,19,SMRT,43891,6.9,Dairy Farm Rd,AFT DAIRY FARM CRES,1.363698889,103.7692319,TRUNK,45009,45009,Y,11,12,11,12
973,1,20,SMRT,43961,7.3,Dairy Farm Rd,AFT DAIRY FARM HTS,1.364838889,103.7729861,TRUNK,45009,45009,Y,11,12,11,12
973,1,21,SMRT,44369,7.7,Petir Rd,Aft Dairy Farm Rd,1.36574284265165,103.7753149073364,TRUNK,45009,45009,Y,11,12,11,12
973,1,22,SMRT,44359,7.9,Petir Rd,Bef Chestnut Ave,1.36772582083696,103.77530877476856,TRUNK,45009,45009,Y,11,12,11,12
973,1,23,SMRT,44389,8.3,Petir Rd,Opp Blk 201,1.37154303506556,103.77461859337586,TRUNK,45009,45009,Y,11,12,11,12
973,1,24,SMRT,44379,8.6,Petir Rd,Opp Blk 219,1.37355053515267,103.77293526626733,TRUNK,45009,45009,Y,11,12,11,12
973,1,25,SMRT,44221,9.1,Pending Rd,Opp Pending Stn,1.3762995851872,103.77099428887408,TRUNK,45009,45009,Y,11,12,11,12
973,1,26,SMRT,44239,9.5,Bt Panjang Rd,Opp Zhenghua Pr Sch,1.37846111098819,103.76983083299405,TRUNK,45009,45009,Y,11,12,11,12
973,1,27,SMRT,44249,9.9,Bt Panjang Rd,Blk 174,1.38049595009817,103.76649141308673,TRUNK,45009,45009,Y,11,12,11,12
973,1,28,SMRT,44639,10.3,Jelebu Rd,Bt Panjang Plaza,1.38006972221146,103.76396027777982,TRUNK,45009,45009,Y,11,12,11,12
973,1,29,SMRT,45009,10.7,Petir Rd,BT PANJANG INT,1.37812611932206,103.763286611367,TRUNK,45009,45009,Y,11,12,11,12
973A,1,1,SMRT,45009,0.0,Petir Rd,BT PANJANG INT,1.37812611932206,103.763286611367,TRUNK,45009,44229,N,0,0,0,20
973A,1,2,SMRT,44241,0.6,Bt Panjang Rd,Opp Lompang Rd,1.38117443945082,103.76586096715349,TRUNK,45009,44229,N,0,0,0,20
973A,1,3,SMRT,44231,1.1,Bt Panjang Rd,Zhenghua Pr Sch,1.37916686797468,103.769334854174,TRUNK,45009,44229,N,0,0,0,20
973A,1,4,SMRT,44229,1.5,Pending Rd,Bef Pending Stn,1.37656055754166,103.771459794786,TRUNK,45009,44229,N,0,0,0,20
974,1,1,TTS,44029,0.0,Upp Bt Timah Rd,Bt Panjang Stn Exit A/Lrt,1.37863409952448,103.7621954983533,TRUNK,44029,24009,N,15,15,15,15
974,1,2,TTS,44259,0.7,Bt Panjang Rd,Blk 183,1.38029564329691,103.76297124601712,TRUNK,44029,24009,N,15,15,15,15
974,1,3,TTS,44149,1.4,Choa Chu Kang Rd,Opp Phoenix Stn,1.37798495709362,103.75776732086608,TRUNK,44029,24009,N,15,15,15,15
974,1,4,TTS,44139,1.7,Choa Chu Kang Rd,Opp Blk 26,1.37680960030968,103.75536565517724,TRUNK,44029,24009,N,15,15,15,15
974,1,5,TTS,44129,2.3,Choa Chu Kang Way,Opp Blk 113,1.37741713631203,103.7509269724908,TRUNK,44029,24009,N,15,15,15,15
974,1,6,TTS,44449,2.7,Choa Chu Kang Way,Opp Blks 237/239,1.37889232196067,103.74762704486072,TRUNK,44029,24009,N,15,15,15,15
974,1,7,TTS,44459,3.1,Choa Chu Kang Way,Blk 277,1.38028731431529,103.74454562435122,TRUNK,44029,24009,N,15,15,15,15
974,1,8,TTS,44469,3.4,Choa Chu Kang Way,Blk 414,1.38243888902379,103.74275222200647,TRUNK,44029,24009,N,15,15,15,15
974,1,9,TTS,44539,3.9,Choa Chu Kang Ave 4,Lot 1 Shoppers' Mall,1.38463078337388,103.74502387945827,TRUNK,44029,24009,N,15,15,15,15
974,1,10,TTS,44541,4.3,Choa Chu Kang Dr,Northvale Condo,1.38764444400097,103.74593527798108,TRUNK,44029,24009,N,15,15,15,15
974,1,11,TTS,27109,11.4,Jln Bahar,Westwood Sec Sch,1.35309472199852,103.70082305601868,TRUNK,44029,24009,N,15,15,15,15
974,1,12,TTS,27099,11.9,Jln Bahar,Blk 271 CP,1.35023689448473,103.70360999821403,TRUNK,44029,24009,N,15,15,15,15
974,1,13,TTS,21379,12.6,Jln Boon Lay,Blk 263,1.34534855216089,103.7064891298892,TRUNK,44029,24009,N,15,15,15,15
974,1,14,TTS,21369,12.9,Jln Boon Lay,Opp Blk 695,1.34309123717886,103.70800310705764,TRUNK,44029,24009,N,15,15,15,15
974,1,15,TTS,22491,14.0,Jurong West St 64,Blk 662D,1.33721274298352,103.70478201670085,TRUNK,44029,24009,N,15,15,15,15
974,1,16,TTS,22501,14.4,Jurong West St 63,Blk 662A,1.33769199118033,103.70297133237952,TRUNK,44029,24009,N,15,15,15,15
974,1,17,TTS,22511,14.7,Jurong West St 63,Blk 658C,1.33746181720219,103.70029665103546,TRUNK,44029,24009,N,15,15,15,15
974,1,18,TTS,22521,15.0,Jurong West St 63,Pioneer Stn Exit A,1.33741647896432,103.69776790191162,TRUNK,44029,24009,N,15,15,15,15
974,1,19,TTS,22469,15.2,Pioneer Rd Nth,Blk 653B,1.33649062479414,103.69631873743737,TRUNK,44029,24009,N,15,15,15,15
974,1,20,TTS,22479,15.8,Upp Jurong Rd,Aft Jurong West St 93,1.33474242487786,103.693102645977,TRUNK,44029,24009,N,15,15,15,15
974,1,21,TTS,23041,16.2,Upp Jurong Rd,Opp Jurong Camp,1.33334088691759,103.69055967203332,TRUNK,44029,24009,N,15,15,15,15
974,1,22,TTS,23051,16.4,Upp Jurong Rd,Bef Kian Teck Rd,1.33168972198862,103.68928138898715,TRUNK,44029,24009,N,15,15,15,15
974,1,23,TTS,23061,16.8,Upp Jurong Rd,Aft Kian Teck Rd,1.329527778021,103.68652222202904,TRUNK,44029,24009,N,15,15,15,15
974,1,24,TTS,23071,17.3,Upp Jurong Rd,Opp SAFTI Military Inst,1.32977056006705,103.68257796013836,TRUNK,44029,24009,N,15,15,15,15
974,1,25,TTS,24009,18.1,Joo Koon Circle,Joo Koon Int,1.32697254709069,103.67839791240787,TRUNK,44029,24009,N,15,15,15,15
974,2,1,TTS,24009,0.0,Joo Koon Circle,Joo Koon Int,1.32697254709069,103.67839791240787,TRUNK,24009,44031,N,15,15,15,15
974,2,2,TTS,23079,1.0,Upp Jurong Rd,SAFTI Military Inst,1.33017908917854,103.68181544225692,TRUNK,24009,44031,N,15,15,15,15
974,2,3,TTS,23069,1.4,Upp Jurong Rd,Bef Kian Teck Rd,1.32989950511553,103.68582019131011,TRUNK,24009,44031,N,15,15,15,15
974,2,4,TTS,23059,1.7,Upp Jurong Rd,Aft Kian Teck Rd,1.33071284667323,103.68813759846915,TRUNK,24009,44031,N,15,15,15,15
974,2,5,TTS,23049,2.2,Upp Jurong Rd,Jurong Camp,1.33410764081742,103.69061140570352,TRUNK,24009,44031,N,15,15,15,15
974,2,6,TTS,22471,2.5,Upp Jurong Rd,Bef Jurong West St 93,1.33509047686273,103.6931453983202,TRUNK,24009,44031,N,15,15,15,15
974,2,7,TTS,22461,2.9,Pioneer Rd Nth,Opp Blk 653B,1.33596194443399,103.6962049999685,TRUNK,24009,44031,N,15,15,15,15
974,2,8,TTS,22529,3.2,Jurong West St 63,Pioneer Stn Exit B,1.33777262767008,103.69728617102128,TRUNK,24009,44031,N,15,15,15,15
974,2,9,TTS,22519,3.5,Jurong West St 63,Blk 608,1.33773359608761,103.6999522210238,TRUNK,24009,44031,N,15,15,15,15
974,2,10,TTS,22509,3.8,Jurong West St 63,Blk 664C,1.33799405073941,103.70323491142736,TRUNK,24009,44031,N,15,15,15,15
974,2,11,TTS,22499,4.0,Jurong West St 64,Opp Blk 662C,1.33752755300605,103.7048815756154,TRUNK,24009,44031,N,15,15,15,15
974,2,12,TTS,21361,5.1,Jln Boon Lay,Blk 695,1.34302323304896,103.70767181671128,TRUNK,24009,44031,N,15,15,15,15
974,2,13,TTS,21371,5.4,Jln Boon Lay,Blk 680C,1.34522722613512,103.70617873626036,TRUNK,24009,44031,N,15,15,15,15
974,2,14,TTS,27091,5.9,Jln Bahar,Opp Blk 271 CP,1.34910999998031,103.70388500000492,TRUNK,24009,44031,N,15,15,15,15
974,2,15,TTS,27101,6.4,Jln Bahar,Opp Westwood Sec Sch,1.35259472200365,103.70111638902962,TRUNK,24009,44031,N,15,15,15,15
974,2,16,TTS,44549,13.9,Choa Chu Kang Dr,Opp Northvale Condo,1.38748720575146,103.746189135824,TRUNK,24009,44031,N,15,15,15,15
974,2,17,TTS,44531,14.4,Choa Chu Kang Ave 4,Opp Choa Chu Kang Stn,1.38425405298158,103.74453624872068,TRUNK,24009,44031,N,15,15,15,15
974,2,18,TTS,44461,14.7,Choa Chu Kang Way,Blk 352,1.3825705560115,103.7430047219692,TRUNK,24009,44031,N,15,15,15,15
974,2,19,TTS,44451,15.0,Choa Chu Kang Way,Blk 224,1.38077375279629,103.74424353296656,TRUNK,24009,44031,N,15,15,15,15
974,2,20,TTS,44441,15.4,Choa Chu Kang Way,Blk 239,1.37924285981093,103.74754322627454,TRUNK,24009,44031,N,15,15,15,15
974,2,21,TTS,44121,15.8,Choa Chu Kang Way,Blk 113,1.37769846227758,103.75093552549583,TRUNK,24009,44031,N,15,15,15,15
974,2,22,TTS,44131,16.3,Choa Chu Kang Rd,Blk 26,1.37710069702793,103.75532192967428,TRUNK,24009,44031,N,15,15,15,15
974,2,23,TTS,44141,16.6,Choa Chu Kang Rd,Phoenix Stn,1.37835602806756,103.75773677895587,TRUNK,24009,44031,N,15,15,15,15
974,2,24,TTS,44031,17.3,Upp Bt Timah Rd,Aft Bt Panjang Stn,1.37785685552262,103.76232373807856,TRUNK,24009,44031,N,15,15,15,15
974A,1,1,TTS,44029,0.0,Upp Bt Timah Rd,Bt Panjang Stn Exit A/Lrt,1.37863409952448,103.7621954983533,TRUNK,44029,44539,N,0,0,0,11
974A,1,2,TTS,44259,0.7,Bt Panjang Rd,Blk 183,1.38029564329691,103.76297124601712,TRUNK,44029,44539,N,0,0,0,11
974A,1,3,TTS,44149,1.4,Choa Chu Kang Rd,Opp Phoenix Stn,1.37798495709362,103.75776732086608,TRUNK,44029,44539,N,0,0,0,11
974A,1,4,TTS,44139,1.7,Choa Chu Kang Rd,Opp Blk 26,1.37680960030968,103.75536565517724,TRUNK,44029,44539,N,0,0,0,11
974A,1,5,TTS,44129,2.3,Choa Chu Kang Way,Opp Blk 113,1.37741713631203,103.7509269724908,TRUNK,44029,44539,N,0,0,0,11
974A,1,6,TTS,44449,2.7,Choa Chu Kang Way,Opp Blks 237/239,1.37889232196067,103.74762704486072,TRUNK,44029,44539,N,0,0,0,11
974A,1,7,TTS,44459,3.1,Choa Chu Kang Way,Blk 277,1.38028731431529,103.74454562435122,TRUNK,44029,44539,N,0,0,0,11
974A,1,8,TTS,44469,3.4,Choa Chu Kang Way,Blk 414,1.38243888902379,103.74275222200647,TRUNK,44029,44539,N,0,0,0,11
974A,1,9,TTS,44539,3.9,Choa Chu Kang Ave 4,Lot 1 Shoppers' Mall,1.38463078337388,103.74502387945827,TRUNK,44029,44539,N,0,0,0,11
975,1,1,SMRT,45009,0.0,Petir Rd,BT PANJANG INT,1.37812611932206,103.763286611367,TRUNK,45009,45009,Y,7,9,7,10
975,1,2,SMRT,44259,0.4,Bt Panjang Rd,Blk 183,1.38029564329691,103.76297124601712,TRUNK,45009,45009,Y,7,9,7,10
975,1,3,SMRT,44149,1.1,Choa Chu Kang Rd,Opp Phoenix Stn,1.37798495709362,103.75776732086608,TRUNK,45009,45009,Y,7,9,7,10
975,1,4,SMRT,44271,1.4,Teck Whye Ave,Bet Blks 13/14,1.37867114732017,103.75614774814444,TRUNK,45009,45009,Y,7,9,7,10
975,1,5,SMRT,44281,1.8,Teck Whye Ave,Blk 8,1.38104915821148,103.75422740795686,TRUNK,45009,45009,Y,7,9,7,10
975,1,6,SMRT,44291,2.1,Teck Whye Ave,Opp Cck Polyclinic,1.38151999999791,103.75140111097832,TRUNK,45009,45009,Y,7,9,7,10
975,1,7,SMRT,44391,2.5,Choa Chu Kang Dr,Aft Blk 202,1.38288970873929,103.74831030292964,TRUNK,45009,45009,Y,7,9,7,10
975,1,8,SMRT,44531,3.1,Choa Chu Kang Ave 4,Opp Choa Chu Kang Stn,1.38425405298158,103.74453624872068,TRUNK,45009,45009,Y,7,9,7,10
975,1,9,SMRT,44461,3.4,Choa Chu Kang Way,Blk 352,1.3825705560115,103.7430047219692,TRUNK,45009,45009,Y,7,9,7,10
975,1,10,SMRT,44521,3.6,Choa Chu Kang Ave 3,Blk 280,1.38085185530408,103.74260886969472,TRUNK,45009,45009,Y,7,9,7,10
975,1,11,SMRT,44511,3.9,Choa Chu Kang Ave 3,Blk 289,1.37948507121488,103.7405687719047,TRUNK,45009,45009,Y,7,9,7,10
975,1,12,SMRT,44689,4.2,Choa Chu Kang Ave 3,Sunshine Pl,1.37811000397911,103.73849893266107,TRUNK,45009,45009,Y,7,9,7,10
975,1,13,SMRT,44079,4.5,Choa Chu Kang Ave 3,Opp Blk 464,1.37657500784909,103.73634658951724,TRUNK,45009,45009,Y,7,9,7,10
975,1,14,SMRT,30089,4.8,Brickland Rd,Aft Hai Inn See Tp,1.377159999987,103.73409166698832,TRUNK,45009,45009,Y,7,9,7,10
975,1,15,SMRT,30099,5.3,Sg Tengah Rd,Opp Chengtai Nursery,1.37972159795466,103.73122812228895,TRUNK,45009,45009,Y,7,9,7,10
975,1,16,SMRT,30059,6.1,Old Choa Chu Kang Rd,Opp Track 14,1.37439935176831,103.7261430419814,TRUNK,45009,45009,Y,7,9,7,10
